Ref_Date,GEO,STAT,TENURE,SUMMARY,Vector,Coordinate,Value
2014,Canada,Average expenditure per household,Owner without mortgage,Other paper supplies,v64477077,1.1.4.101,152
2010,Canada,Average expenditure per household,Owner without mortgage,Plastic and foil supplies,v64477078,1.1.4.102,63
2011,Canada,Average expenditure per household,Owner without mortgage,Plastic and foil supplies,v64477078,1.1.4.102,59
2012,Canada,Average expenditure per household,Owner without mortgage,Plastic and foil supplies,v64477078,1.1.4.102,58
2013,Canada,Average expenditure per household,Owner without mortgage,Plastic and foil supplies,v64477078,1.1.4.102,55
2014,Canada,Average expenditure per household,Owner without mortgage,Plastic and foil supplies,v64477078,1.1.4.102,59
2010,Canada,Average expenditure per household,Owner without mortgage,Garden supplies and services,v64477079,1.1.4.103,397
2011,Canada,Average expenditure per household,Owner without mortgage,Garden supplies and services,v64477079,1.1.4.103,667
2012,Canada,Average expenditure per household,Owner without mortgage,Garden supplies and services,v64477079,1.1.4.103,675
2013,Canada,Average expenditure per household,Owner without mortgage,Garden supplies and services,v64477079,1.1.4.103,619
2014,Canada,Average expenditure per household,Owner without mortgage,Garden supplies and services,v64477079,1.1.4.103,638
2010,Canada,Average expenditure per household,Owner without mortgage,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",v64477080,1.1.4.104,217
2011,Canada,Average expenditure per household,Owner without mortgage,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",v64477080,1.1.4.104,269
2012,Canada,Average expenditure per household,Owner without mortgage,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",v64477080,1.1.4.104,304
2013,Canada,Average expenditure per household,Owner without mortgage,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",v64477080,1.1.4.104,258
2014,Canada,Average expenditure per household,Owner without mortgage,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",v64477080,1.1.4.104,252
2010,Canada,Average expenditure per household,Owner without mortgage,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",v64477081,1.1.4.105,76
2011,Canada,Average expenditure per household,Owner without mortgage,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",v64477081,1.1.4.105,77
2012,Canada,Average expenditure per household,Owner without mortgage,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",v64477081,1.1.4.105,107
2013,Canada,Average expenditure per household,Owner without mortgage,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",v64477081,1.1.4.105,86
2014,Canada,Average expenditure per household,Owner without mortgage,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",v64477081,1.1.4.105,70
2010,Canada,Average expenditure per household,Owner without mortgage,"Horticultural services, snow and garbage removal",v64477082,1.1.4.106,F
2011,Canada,Average expenditure per household,Owner without mortgage,"Horticultural services, snow and garbage removal",v64477082,1.1.4.106,321
2012,Canada,Average expenditure per household,Owner without mortgage,"Horticultural services, snow and garbage removal",v64477082,1.1.4.106,265
2013,Canada,Average expenditure per household,Owner without mortgage,"Horticultural services, snow and garbage removal",v64477082,1.1.4.106,275
2014,Canada,Average expenditure per household,Owner without mortgage,"Horticultural services, snow and garbage removal",v64477082,1.1.4.106,317
2010,Canada,Average expenditure per household,Owner without mortgage,Other household supplies,v64477083,1.1.4.107,111
2011,Canada,Average expenditure per household,Owner without mortgage,Other household supplies,v64477083,1.1.4.107,111
2012,Canada,Average expenditure per household,Owner without mortgage,Other household supplies,v64477083,1.1.4.107,129
2013,Canada,Average expenditure per household,Owner without mortgage,Other household supplies,v64477083,1.1.4.107,151
2014,Canada,Average expenditure per household,Owner without mortgage,Other household supplies,v64477083,1.1.4.107,146
2010,Canada,Average expenditure per household,Owner without mortgage,Child care,v64477084,1.1.4.108,260
2011,Canada,Average expenditure per household,Owner without mortgage,Child care,v64477084,1.1.4.108,164
2012,Canada,Average expenditure per household,Owner without mortgage,Child care,v64477084,1.1.4.108,134
2013,Canada,Average expenditure per household,Owner without mortgage,Child care,v64477084,1.1.4.108,165
2014,Canada,Average expenditure per household,Owner without mortgage,Child care,v64477084,1.1.4.108,142
2010,Canada,Average expenditure per household,Owner without mortgage,Child care outside the home,v64477085,1.1.4.109,141
2011,Canada,Average expenditure per household,Owner without mortgage,Child care outside the home,v64477085,1.1.4.109,112
2012,Canada,Average expenditure per household,Owner without mortgage,Child care outside the home,v64477085,1.1.4.109,113
2013,Canada,Average expenditure per household,Owner without mortgage,Child care outside the home,v64477085,1.1.4.109,132
2014,Canada,Average expenditure per household,Owner without mortgage,Child care outside the home,v64477085,1.1.4.109,102
2010,Canada,Average expenditure per household,Owner without mortgage,Child care in the home (regular and occasional),v64477086,1.1.4.110,119
2011,Canada,Average expenditure per household,Owner without mortgage,Child care in the home (regular and occasional),v64477086,1.1.4.110,53
2012,Canada,Average expenditure per household,Owner without mortgage,Child care in the home (regular and occasional),v64477086,1.1.4.110,F
2013,Canada,Average expenditure per household,Owner without mortgage,Child care in the home (regular and occasional),v64477086,1.1.4.110,F
2014,Canada,Average expenditure per household,Owner without mortgage,Child care in the home (regular and occasional),v64477086,1.1.4.110,F
2010,Canada,Average expenditure per household,Owner without mortgage,Household furnishings and equipment,v54530593,1.1.4.14,2186
2011,Canada,Average expenditure per household,Owner without mortgage,Household furnishings and equipment,v54530593,1.1.4.14,2212
2012,Canada,Average expenditure per household,Owner without mortgage,Household furnishings and equipment,v54530593,1.1.4.14,2397
2013,Canada,Average expenditure per household,Owner without mortgage,Household furnishings and equipment,v54530593,1.1.4.14,2147
2014,Canada,Average expenditure per household,Owner without mortgage,Household furnishings and equipment,v54530593,1.1.4.14,2223
2010,Canada,Average expenditure per household,Owner without mortgage,Household furnishings,v54530594,1.1.4.15,863
2011,Canada,Average expenditure per household,Owner without mortgage,Household furnishings,v54530594,1.1.4.15,857
2012,Canada,Average expenditure per household,Owner without mortgage,Household furnishings,v54530594,1.1.4.15,1015
2013,Canada,Average expenditure per household,Owner without mortgage,Household furnishings,v54530594,1.1.4.15,794
2014,Canada,Average expenditure per household,Owner without mortgage,Household furnishings,v54530594,1.1.4.15,909
2010,Canada,Average expenditure per household,Owner without mortgage,Furniture,v64477087,1.1.4.111,490
2011,Canada,Average expenditure per household,Owner without mortgage,Furniture,v64477087,1.1.4.111,560
2012,Canada,Average expenditure per household,Owner without mortgage,Furniture,v64477087,1.1.4.111,555
2013,Canada,Average expenditure per household,Owner without mortgage,Furniture,v64477087,1.1.4.111,523
2014,Canada,Average expenditure per household,Owner without mortgage,Furniture,v64477087,1.1.4.111,515
2010,Canada,Average expenditure per household,Owner without mortgage,"Rugs, mats and underpadding",v64477088,1.1.4.112,36
2011,Canada,Average expenditure per household,Owner without mortgage,"Rugs, mats and underpadding",v64477088,1.1.4.112,49
2012,Canada,Average expenditure per household,Owner without mortgage,"Rugs, mats and underpadding",v64477088,1.1.4.112,44
2013,Canada,Average expenditure per household,Owner without mortgage,"Rugs, mats and underpadding",v64477088,1.1.4.112,20
2014,Canada,Average expenditure per household,Owner without mortgage,"Rugs, mats and underpadding",v64477088,1.1.4.112,41
2010,Canada,Average expenditure per household,Owner without mortgage,"Art, antiques and decorative ware",v64477089,1.1.4.113,74
2011,Canada,Average expenditure per household,Owner without mortgage,"Art, antiques and decorative ware",v64477089,1.1.4.113,72
2012,Canada,Average expenditure per household,Owner without mortgage,"Art, antiques and decorative ware",v64477089,1.1.4.113,95
2013,Canada,Average expenditure per household,Owner without mortgage,"Art, antiques and decorative ware",v64477089,1.1.4.113,69
2014,Canada,Average expenditure per household,Owner without mortgage,"Art, antiques and decorative ware",v64477089,1.1.4.113,94
2010,Canada,Average expenditure per household,Owner without mortgage,Linens,v64477090,1.1.4.114,121
2011,Canada,Average expenditure per household,Owner without mortgage,Linens,v64477090,1.1.4.114,71
2012,Canada,Average expenditure per household,Owner without mortgage,Linens,v64477090,1.1.4.114,157
2013,Canada,Average expenditure per household,Owner without mortgage,Linens,v64477090,1.1.4.114,83
